python,BAN-B101,Assert statement used outside of tests,major,security,"Usage of `assert` statement in application logic is discouraged. `assert` is removed with compiling to optimised byte code (`python -o` producing *.pyo files). Consider raising an exception instead. Ideally, `assert` statement should be used only in tests."
python,BAN-B103,Insecure permissions set on a file,major,security,"Files should be created with restrictive file permissions to prevent vulnerabilities such as information disclosure and code execution. In particular, any files which may contain confidential information should be set to only permit access by the owning user/service and group (i.e. no world/other access).

Discretion should be used when granting write access to files such as configuration files to prevent vulnerabilities including denial of service and remote code execution.

Read more information on how to set file permissions and importance of file system security [here](https://linuxsecurity.com/docs/SecurityAdminGuide/SecurityAdminGuide-8.html)."
python,BAN-B104,Binding to all interfaces detected with hardcoded values,major,security,"Binding to all network interfaces can potentially open up a service to traffic on unintended interfaces, that may not be properly documented or secured. This can be prevented by changing the code so it explicitly only allows access from localhost.

Correct code:

```
s = socket.socket(socket.AF_INET, socket.SOCK_STREAM)
s.bind(('127.0.0.1', 31137))
```

```
s = socket.socket(socket.AF_INET, socket.SOCK_STREAM)
s.bind(('192.168.0.1', 31137))
```

Insecure code:

```
s = socket.socket(socket.AF_INET, socket.SOCK_STREAM)
s.bind(('0.0.0.0, 31137))
```"
python,BAN-B105,Potential hardcoded credential detected,major,security,Potential hardcoded credential. Sensitive information like password shouldn't be hardcoded. Use an environment variable instead.
python,BAN-B106,Potential hardcoded credential detected as function argument,major,security,Potential hardcoded credential as function argument. Sensitive information like password shouldn't be hardcoded in a function argument. Pick it from an environment variable instead.
python,BAN-B107,Potential hardcoded credential detected as default function argument,major,security,"Potential hardcoded credential as default function argument. Sensitive information like password shouldn't be hardcoded in a function argument. Pick it from an environment variable instead.
"
python,BAN-B108,Hardcoded temporary directory detected,major,security,"Hardcoded temp directory. Prefer using `tmpfile` - [https://docs.python.org/3.7/library/tempfile.html](https://docs.python.org/3.7/library/tempfile.html)

Malicious users that can predict the file name and write to directory containing the temporary file can effectively hijack the temporary file by creating a symlink with the name of the temporary file before the program creates the file itself. This allows a malicious user to supply malicious data or cause actions by the program to affect attacker chosen files.
"
python,BAN-B201,Flask app detected with DEBUG mode enabled,critical,security,Running Flask applications in debug mode results in the Werkzeug debugger being enabled. This includes a feature that allows arbitrary code execution. Documentation for both Flask and Werkzeug strongly suggests that debug mode should never be enabled on production systems.
python,BAN-B301,Audit required: Use of `pickle` module,major,security,The pickle module is not secure against erroneous or maliciously constructed data. Never unpickle data received from an untrusted or unauthenticated source.
python,BAN-B302,Audit required: Use of `marshal` module,major,security,The marshal module is not intended to be secure against erroneous or maliciously constructed data. Never unmarshal data received from an untrusted or unauthenticated source.
python,BAN-B306,Use of deprecated function: `mktemp`,major,security,"Use of insecure and deprecated function `mktemp()`. Use of this function may introduce a security hole in your program. By the time you get around to doing anything with the file name it returns, someone else may have beaten you to the punch. Use `mkstemp()` instead. [Read more](https://docs.python.org/2/library/tempfile.html#tempfile.mkstemp)."
python,BAN-B308,Audit required: Use of `mark_safe` detected,major,security,Use of `mark_safe()` may expose cross-site scripting vulnerabilities and should be reviewed.
python,BAN-B309,Use of `HTTPSConnection` may not be secure in Python versions < 2.7.9,major,security,"Use of `HTTPSConnection` on older versions of Python prior to 2.7.9 and 3.4.3 does not provide many of the assurances one would expect when using SSL and leaves connections open to potential man-in-the-middle attacks.

A secure SSL session relies on validation of a `X.509 certificate`. Basic checks include:
- Certificate Authority trust verification
- Certificate revocation status
- Certificate expiration
- Certificate subject name matching

The `HTTPSConnection` class is used in a large number of locations and fails to check that certificates are signed by a valid authority. Without that check in place, the subsequent checks (some highlighted above) are largely invalid. The result is that an attacker who has access to the network traffic between two endpoints relying on HTTPSConnection can trivially create a certificate that will be accepted by HTTPSConnection as valid - allowing the attacker to intercept, read and modify traffic that should be encrypted by SSL.

Please see [this report](https://wiki.openstack.org/wiki/OSSN/OSSN-0033) for details."
python,BAN-B310,Audit required: Use of an insecure method method from `urllib` detected,major,security,"`urlib` not only opens http:// or https:// URLs, but also ftp:// and file://. With this it might be possible to open local files on the executing machine which might be a security risk if the URL to open can be manipulated by an external user.

Correct way:

```python
# Validate URL before opening it
if url.lower().startswith('http'):
  req = urllib.Request.request(url)
else:
  raise ValueError from None

with urllib.request.urlopen(req) as resp:
  [...]
```"
python,BAN-B311,Audit required: Use of `random` detected,minor,security,Standard pseudo-random generators are not suitable for security/cryptographic purposes. Consider using `secrets` to generate secure random numbers. [Read more](https://docs.python.org/3/library/secrets.html).
python,BAN-B312,Audie required: Use of telnet detected,major,security,Telnet-related functions are being called. Telnet is considered insecure. Use SSH or some other encrypted protocol.
python,BAN-B313,Use of an insecure method from `xml.etree.cElementTree` detected,major,security,Using various XML methods to parse untrusted XML data is known to be vulnerable to XML attacks. Using the [defusedxml](https://pypi.org/project/defusedxml) module is recommended. Methods should be replaced with their `defusedxml` equivalents.
python,BAN-B314,Use of an insecure method from `xml.etree.ElementTree` detected,major,security,Using various XML methods to parse untrusted XML data is known to be vulnerable to XML attacks. Using the [defusedxml](https://pypi.org/project/defusedxml) module is recommended. Methods should be replaced with their `defusedxml` equivalents.
python,BAN-B315,Use of an insecure `expatreader` method,major,security,Using various XML methods to parse untrusted XML data is known to be vulnerable to XML attacks. Using the [defusedxml](https://pypi.org/project/defusedxml) module is recommended. Methods should be replaced with their `defusedxml` equivalents.
python,BAN-B316,Use of an insecure `expatbuilder` method,major,security,Using various XML methods to parse untrusted XML data is known to be vulnerable to XML attacks. Using the [defusedxml](https://pypi.org/project/defusedxml) module is recommended. Methods should be replaced with their `defusedxml` equivalents.
python,BAN-B317,Use of an insecure method from `xml.sax` detected,major,security,Using various XML methods to parse untrusted XML data is known to be vulnerable to XML attacks. Using the [defusedxml](https://pypi.org/project/defusedxml) module is recommended. Methods should be replaced with their `defusedxml` equivalents.
python,BAN-B318,Use of an insecure method from `xml.dom.minidom` detected,major,security,Using various XML methods to parse untrusted XML data is known to be vulnerable to XML attacks. Using the [defusedxml](https://pypi.org/project/defusedxml) module is recommended. Methods should be replaced with their `defusedxml` equivalents.
python,BAN-B319,Use of an insecure method from `xml.dom.pulldom` detected,major,security,Using various XML methods to parse untrusted XML data is known to be vulnerable to XML attacks. Using the [defusedxml](https://pypi.org/project/defusedxml) module is recommended. Methods should be replaced with their `defusedxml` equivalents.
python,BAN-B320,Use of an insecure method from `lxml.etree`,major,security,Using various XML methods to parse untrusted XML data is known to be vulnerable to XML attacks. Using the [defusedxml](https://pypi.org/project/defusedxml) module is recommended. Methods should be replaced with their `defusedxml` equivalents.
python,BAN-B321,Detected calls to FTP-related functions,major,security,FTP-related functions are being called. FTP is considered insecure. Use SSH/SFTP/SCP or some other encrypted protocol.
python,BAN-B322,Use of `input` function detected for Python 2,major,security,"The input method in Python 2 will read from standard input, evaluate and run the resulting string as python source code. This is similar, though in many ways worse, then using `eval`. On Python 2, use `raw_input` instead, `input` is safe in Python 3."
python,BAN-B323,Use of `_create_unverified_context` detected,major,security,"By default, Python will create a secure, verified ssl context for use in such classes as `HTTPSConnection`. However, it still allows using an insecure context via the `_create_unverified_context` that reverts to the previous behavior that does not validate certificates or perform hostname checks."
python,BAN-B324,Insecure function used from `hashlib.new()`,major,security,"Use of insecure MD2, MD4, MD5, or SHA1 hash functions should be avoided. Using more secure algorithms like SHA256 or SHA512."
python,BAN-B325,Use of `tempnam` detected,major,security,Use of `os.tempnam()` and `os.tmpnam()` is vulnerable to symlink attacks. Consider using `tmpfile()` instead.
python,BAN-B401,Telnet related module imported,major,security,A telnet-related module is being imported. Telnet is considered insecure. Use SSH or some other encrypted protocol.
python,BAN-B402,File Transfer Protocol (FTP) related module imported,major,security,A FTP-related module is being imported. FTP is considered insecure. Use SSH/SFTP/SCP or some other encrypted protocol.
python,BAN-B403,Import of `pickle` module detected,minor,security,"Consider possible security implications associated with these modules: `pickle`, `cPickle`, `dill`."
python,BAN-B404,Import of `subprocess` module detected,minor,security,Consider possible security implications associated with the `subprocess` module.
python,BAN-B405,Import of method(s) from `xml.etree` detected,minor,security,"Using various methods to parse untrusted XML data is known to be vulnerable to XML attacks. Replace vulnerable imports with the equivalent [defusedxml](https://pypi.org/project/defusedxml) package, or make sure `defusedxml.defuse_stdlib()` is called."
python,BAN-B406,Import of `xml.sax` detected,minor,security,"Using various methods to parse untrusted XML data is known to be vulnerable to XML attacks. Replace vulnerable imports with the equivalent [defusedxml](https://pypi.org/project/defusedxml) package, or make sure `defusedxml.defuse_stdlib()` is called."
python,BAN-B407,`expatuilder` from `xml` module imported,minor,security,"Using various methods to parse untrusted XML data is known to be vulnerable to XML attacks. Replace vulnerable imports with the equivalent [defusedxml](https://pypi.org/project/defusedxml) package, or make sure `defusedxml.defuse_stdlib()` is called."
python,BAN-B408,`minidom` from `xml` module imported,minor,security,"Using various methods to parse untrusted XML data is known to be vulnerable to XML attacks. Replace vulnerable imports with the equivalent [defusedxml](https://pypi.org/project/defusedxml) package, or make sure `defusedxml.defuse_stdlib()` is called."
python,BAN-B409,`pulldom` from xml module imported,minor,security,"Using various methods to parse untrusted XML data is known to be vulnerable to XML attacks. Replace vulnerable imports with the equivalent [defusedxml](https://pypi.org/project/defusedxml) package, or make sure `defusedxml.defuse_stdlib()` is called."
python,BAN-B410,Insecure `lxml` import detected,minor,security,Using various methods to parse untrusted XML data is known to be vulnerable to XML attacks. Replace vulnerable imports with the equivalent [defusedxml](https://pypi.org/project/defusedxml) package.
python,BAN-B411,Insecure `xmlrpclib` import detected,major,security,XMLRPC is particularly dangerous as it is also concerned with communicating data over a network. Use `defused.xmlrpc.monkey_patch()` function to monkey-patch xmlrpclib and mitigate remote XML attacks.
python,BAN-B412,Insecure `httpoxy` import detected,major,security,"httpoxy is a set of vulnerabilities that affect application code running in CGI, or CGI-like environments. The use of CGI for web applications should be avoided to prevent this class of attack. More details are available at [httpoxy.org](https://httpoxy.org/)."
python,BAN-B413,Insecure `pycrypto` library imported,major,security,pycrypto library is known to have publicly disclosed [buffer overflow vulnerability](https://github.com/dlitz/pycrypto/issues/176). It is no longer actively maintained and has been deprecated in favor of pyca/cryptography library.
python,BAN-B414,Insecure `pycryptodome` library imported,major,security,"pycryptodome is a direct fork of pycrypto that has not fully addressed the issues inherent in PyCrypto. It seems to exist, mainly, as an API compatible continuation of pycrypto and should be deprecated in favor of pyca/cryptography which has more support among the Python community."
python,BAN-B501,Detected no certificate validation for http request,major,security,Encryption in general is typically critical to the security of many applications. Using TLS can greatly increase security by guaranteeing the identity of the party you are communicating with. This is accomplished by one or both parties presenting trusted certificates during the connection initialization phase of TLS.
